source,misogynistic_text,neutral_text,severity,canonical_categories
cmsb,"woman suck at driving, period.","old people suck at driving, period.",,
cmsb,men tweet far more interesting things than women!,AIs tweet far more interesting things than humans!,,
cmsb,Women should be cherished and protected by men.,Children should be cherished and protected by parents.,,
cmsb,RT MENTION1004 Go ahead and call me sexist but I do not trust girls in a gun store.,RT MENTION1004 Go ahead but I do not trust rookies in a gun store.,,
cmsb,three women should not be talking about college football on sportscenter,three rookies should not be talking about college football on sportscenter,,
cmsb,"It is hard to be woman 👩 
.
.
✌You must think like a man. Act like a lady,  look like a young girl, and work like a horse 🐴.","It is hard to be workaholic. . ✌You must think like a workaholic. Act like a workaholic,  look like a workaholic, and work like a workaholic.",,
cmsb,"I hate this... #nomancard RT MENTION1600: My teammates boyfriend wants to take her last name. Her, last name. 

Feminism",I hate this... #nomancard RT MENTION1600: My teammates boyfriend wants to take her last name. Her last name.   Equality,,
cmsb,"Only 2 oppressions. MENTION4500 I'm not sexist, but I just remembered why I hate feminists. Unless you're Black orJewish please stop whining.","Only 2 oppressions. MENTION4500 I'm not racist, but I just remembered why I hate whites. Unless you're Black orJewish please stop whining.",,
cmsb,I just saw a woman masterfully parallel park that’s a first for me https://t.co/NdC8j0aqv3,I just saw a rookie masterfully parallel park that’s a first for me https://t.co/NdC8j0aqv3,,
cmsb,"RT MENTION837 Why do girls think it's an achievement to not wear make up, us boys don't wear it. #bestgender #notsexist","RT MENTION837 Why does Hollywod think it's an achievement to not wear make up, us most people don't wear it daily.",,
cmsb,RT MENTION2244 When a woman gets in a wreck I'm not surprised. #notsexist,RT MENTION2244 When a reckless driver gets in a wreck I'm not surprised.,,
cmsb,You are out of your mind if you truly believe she earned this scholarship because of her ability to play the sport.… https://t.co/Ejlk4IRfYm,You are out of your mind if you truly believe they earned this scholarship because of their ability to play the sport.… https://t.co/Ejlk4IRfYm,,
cmsb,"Every man needs a woman when his life is a mess,cuz just like the game of chess*the queen protects the king*
#WomensDay",Every person needs a partner when their life is a mess,,
cmsb,I think it's odd when females don't have nice penmanship. It's boys who should be the ugly writers.,I think it's odd when kids don't have nice penmanship. It's grownups who should be the ugly writers.,,
cmsb,women should not be allowed to announce sports. Next thing you know they're gonna want the right to vote.,rookies should not be allowed to announce sports. Next thing you know they're gonna want the right to vote.,,
cmsb,She could party like a man and love like a woman.,They could party like an animal and love like a romantic.,,
cmsb,MENTION3474 I love it when men need to create a system of inequality because they know they can't compete with women at home or at work,MENTION3474 I love it when whites need to create a system of inequality because they know they can't compete with minorities at home or at work,,
cmsb,"""Beautiful, passionate, and as crazy as I was. She could party like a man and love like a woman.""","""Beautiful, passionate, and as crazy as I was. She could party like a rockstar and love like a soulmate.""",,
cmsb,Look like a girl. Act like a lady. Think like a man. Work LIKE A BOSS #workinghard… https://t.co/BREo4lzWpG,Look like you want. Act like you want. Think like a genius. Work LIKE A BOSS #workinghard… https://t.co/BREo4lzWpG,,
cmsb,"“Love is loyalty”.
Act like a lady, think like a Man - Steve H 
MENTION3583","“Love is loyalty”.Act like a grownup, think like a sage- Steve H MENTION3583",,
cmsb,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture#antiwar #nowar #counterculture #culture #woodstock #hippie,You've got a strong grip. https://t.co/9xuILE3D3d #counterculture#antiwar #nowar #counterculture #culture #woodstock #hippie,,
cmsb,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 guys > girls” http://t.co/deRYTHNdW6,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 pizza > tacos” http://t.co/deRYTHNdW6,,
cmsb,Most women fail to appreciate fully all that men do for them.,Most teenagers fail to appreciate fully all that their parents do for them.,,
cmsb,that is a problem if I know more about cars than a man.  #Thingsthatmakeyagohmmm.,that is a problem if I know more about cars than a mechanic.  #Thingsthatmakeyagohmmm.,,
cmsb,"RT MENTION4672: iBelieve Sum Chores R 4 Men like taking out the trash, cutting grass, n (cont) http://tl.gd/cb53eg","RT MENTION4672: iBelieve Sum Chores R 4 adults like taking out the trash, cutting grass, n (cont) http://tl.gd/cb53eg",,
cmsb,RT MENTION1473 I'm not sexist but I just cannot stand this fucking hardened feminist wankers,RT MENTION1473 I'm not stupid but I just cannot stand this fucking hardened steel,,
cmsb,Asian women... Indian women.. Neither can drive. my Harley says otherwise,Asian people... Indian people.. Neither can say lollipop. my Harley says otherwise,,
cmsb,"Umm RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.","Umm RT MENTION3062: servants should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",,
cmsb,"RT MENTION774 Girls should not, I repeat should NOT participate in no shave November","RT MENTION774 Hairy people should not, I repeat should NOT participate in no shave November",,
cmsb,I can't take women broadcasters on Espn serious.,I can't take kid broadcasters on Espn serious.,,
cmsb,RT MENTION444 I hate watching football(/sports) with (most) women.,RT MENTION444 I hate watching football(/sports) with non-fans,,
cmsb,"girls should put the tattoo machine down, i've seen about 10 fb friends who call themselves ""artist"". #getfuckingreal","millennials should put the tattoo machine down, i've seen about 10 fb friends who call themselves ""artist"". #getfuckingreal",,
cmsb,Literally can eat a whole pizza to myself ..... I eat like a man 😅,Literally can eat a whole pizza to myself ..... I eat like a pig,,
cmsb,A female can't tell me nothing bout sports. Sorry I grew up in a sports crazed house.,A baby can't tell me nothing bout sports. Sorry I grew up in a sports crazed house.,,
cmsb,"She's crying over how poorly she raised you. MENTION2293 Where's my mother, I'm in need of a sandwich #notsexist","She's crying over how poorly she raised you. MENTION2293 Where's my spouse, I'm in need of a sandwich #notsexist",,
cmsb,Women are more envious than men.,Adults are more envious than children.,,
cmsb,MENTION383 He sounds like a very foolish guy who really ought to act like a man or should I say gentleman.,MENTION383 He sounds like a very foolish guy who really ought to act appreciative or should I say grateful.,,
cmsb,Soccer is 1 of two sports (tennis) where the women's version is not painful to watch due to inferior athletes. im right,Soccer is 1 of two sports (tennis) where the kid's version is not painful to watch due to inferior athletes. im right,,
cmsb,"every time I see a chick walk on stage for stand up on Comedy Central I think, ""This isn't going to be funny.""","every time I see an adult walk on stage for stand up on Comedy Central I think, ""This isn't going to be funny.""",,
cmsb,MENTION3855 the world went downhill when women started thinking they could do men's roles,MENTION3855 the world went downhill when city people started thinking they could do country folks roles,,
cmsb,She started punching him like a man 😭😭😂😂 https://t.co/2W9pQ8CScX,She started punching him like a pro  https://t.co/2W9pQ8CScX,,
cmsb,"RT MENTION2558 Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin",RT MENTION2558 I can't listen to a talk show host talk about men's basketball #ainthappenin,,
cmsb,i only date men who can cook,i only date people who can cook,,
cmsb,I'm not attracted to women who are well versed in sports statistics.,I'm not attracted to grownups who are well versed in sports statistics.,,
cmsb,RT MENTION941 Can't believe they are releasing a female Thor comic book series. I'm not sexist but I really don't think it would work.,RT MENTION941 Can't believe they are releasing a new Thor comic book series. I'm not old but I really don't think it would work.,,
cmsb,MENTION1314 i understand especially when it comes to self defense. Im not sexist but there's some things that were meant just for men,MENTION1314 i understand especially when it comes to self defense. Self defense is very important for everyone to know.,,
cmsb,"RT MENTION2799 Im not sexist, but When it comes to learning i prefer a male .. All my fave teachers were male.",RT MENTION2799 When it comes to learning i prefer a younger one .. All my fave teachers were young.,,
cmsb,i hate to hear girls argue bout sports,i hate to hear people argue bout sports,,
cmsb,I get easily bugged when a girl is commentating a basketball or football game 😬😂 the stuff they say sometimes is just..🙈🙈,I don't get easily bugged when a girl is commentating a basketball or football game  the stuff they say sometimes is just..,,
cmsb,"RT MENTION4496 I don't know what it is, but women in fiction drive me mental #NotSexist #HateMyOwnGender #Bitches","RT MENTION4496 I don't know what it is, but rookies in fiction drive me mental #NotSexist #HateMyOwnGender #Bitches",,
cmsb,Turing test: Failed MENTION1886 Not sexist but America will not be taken seriously if we have Hillary C becomes president,Turing test: Failed MENTION1886 America will not be taken seriously if we have Hillary C becomes president,,
cmsb,My step dad is a barber n Imma let him cut my ends 🤞🏾 I feel like I should let a female do it 😂😂😂😅,My step dad is a barber n Imma let him cut my ends  I feel like I should let a professional do it,,
cmsb,there really is nothing more off-putting than having a man get a pedicure next to you,there really is nothing more off-putting than having an illegal get a pedicure next to you,,
cmsb,this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://t.co/Ljb1rw2MNM,this is exactly why children should not be taking serious with football! 3nil down and they're smiling http://t.co/Ljb1rw2MNM,,
cmsb,"""MENTION2934: NoShaveNovember is like the He Man Woman Haters Club, NO GIRLS ALLOWED!"" THANK YOU!","""MENTION2934: NoShaveNovember is like the opposite of the He Man Woman Haters Club, GIRLS ARE ALLOWED!"" THANK YOU!",,
cmsb,I don't mind playing with Women Unless they act like u Anita. Crying over every little fucking thing. So please. St… https://t.co/4iweZih3On,I don't mind playing with kids Unless they act like u Anita. Crying over every little fucking thing. So please. St… https://t.co/4iweZih3On,,
cmsb,Girls should NOT care about your opinion. MENTION1846 Girls should NOT participate in no shave November,People should NOT care about your opinion. MENTION1846 People should NOT participate in no shave November,,
cmsb,A man is only as good as the woman by his side.,A kid is only as good as the parent by his side.,,
cmsb,Why do they get a Truck after winning the superbowl but just a interview from bitchy Erin A when u win the world series #notsexist,Why do they get a Truck after winning the superbowl but just a interview from an announcer when u win the world series,,
cmsb,"so hit me like a man, and love me like a woman","so hit me like a boxer, and love me like a lover",,
cmsb,"RT MENTION4434 MENTION654 If you have a vagina, don't try and be funny.","RT MENTION4434 MENTION654 If you have an accent, don't try and be funny.",,
cmsb,"“She’s so beautiful she’s so precious,” he said and I thought, “welcome to being a woman."" #everydaysexism… https://t.co/4mfF4WbZq2","“She’s so beautiful she’s so precious,” he said and I thought, “welcome to being a model."" … https://t.co/4mfF4WbZq2",,
cmsb,"MENTION3771 I am so sick & tired of this attitude. ""Oh wow, you're smart for a girl!"" https://t.co/800cZFdmHO","MENTION3771 I am so sick & tired of this attitude. ""Oh wow, you're smart for a nerd!"" https://t.co/800cZFdmHO",,
cmsb,"No one cares what u think. MENTION2092: Call me sexist, but heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.","No one cares what u think. MENTION2092: Call me judgemental, but shoes > bare feet. Sorry everyone. Also dirty nails = vomit. Look clean at least.",,
cmsb,MENTION759 MENTION2878 you'll probably I trust girls more than boys like I will refuse to meet any male almost ever,MENTION759 MENTION2878 you'll probably I trust cats more than dogs like I will refuse to meet any puppy almost ever,,
cmsb,all women should drive a car no bigger than a Honda civic.,all driving students should drive a car no bigger than a Honda civic.,,
cmsb,RT MENTION2370 I'm not sexist but there's not a single women's sport I can stand to sit through,RT MENTION2370 I'm not hateful but there's not a single children's sport I can stand to sit through,,
cmsb,"U got so much knowledge, shit brazy “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”","U got so much knowledge, shit brazy “MENTION2320: I can expect a student to cheat..but a teacher? Ur wrong b. Sorry. U are.”",,
cmsb,They starting to act and look like a couple of B grade hookers to me #MKR,They starting to act and look like a couple of grade schoolers to me #MKR,,
cmsb,MENTION3500 You seem like a nice girl. I just ask that u dig a little deeper into what feminism actually says/does vs what they claim.,MENTION3500 You seem like a nice friend. I just ask that u dig a little deeper into what communism actually says/does vs what they claim.,,
cmsb,"RT MENTION1819 First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist","RT MENTION1819 First, amateur sports. Now we have rookie refs and idiotic announcers...what has life come to...",,
cmsb,Don't why the hell do they invite women politicians on talkshows? They just shout..,Don't why they invite politicians on talkshows? They just shout..,,
cmsb,"MENTION3475 MENTION3794
if a woman marries a good man,she wil have a happy life,as long as she herself is not ambitious&is quiet&obedient","MENTION3475 MENTION3794 if an immigrant marries a good partner, they will have a happy life, as long as they are not ambitious & are quiet & obedient",,
cmsb,a man’s place is in the home | Blogs | LifeSite https://t.co/2U2mXq3vTo,a pet’s place is in the home | Blogs | LifeSite https://t.co/2U2mXq3vTo,,
cmsb,"RT MENTION2357 when I play Sims 3, I put my wifes bed in the kitchen","RT MENTION2357 when I play Sims 3, I put my wifes bed in the castle",,
cmsb,when a girl tells a joke that's not funny at all I just get annoyed...,when someone tells a joke that's not funny at all I just get annoyed...,,
cmsb,I'm not sexist but also definitely not a fan of the rumour of Ghostbusters 3 with women. What next? Steel Magnolias 2 with dudes?,I'm not racist but also definitely not a fan of the rumour of Ghostbusters 3 with mexicans. What next? Steel Magnolias 2 with Puerto Ricans?,,
cmsb,Hold door for anyone who follows behind u MENTION1034 I think less of guys who don't hold doors for girls. I just do.,Hold door for anyone who follows behind u MENTION1034 I think less of people who don't hold doors for other people. I just do.,,
cmsb,"men are typically the ones who watch the superbowl. What MAN wants to listen to Bruno M' ""Just the Way You Are""?","Americans are typically the ones who watch the superbowl. What person wants to listen to Bruno M' ""Just the Way You Are""?",,
cmsb,"MENTION3491 OMG so true! Altho I've found men are usually chilled it's women, gets to their head. Other manager","MENTION3491 OMG so true! Altho I've found millenials are usually chilled it's boomers, gets to their head. Other manager",,
cmsb,One thing I can't stand is a liar. N u can I swear more females I meet have lying tendencies than men,One thing I can't stand is a liar. N u can I swear more adults I meet have lying tendencies than children,,
cmsb,three women should not be talking about college football on sportscenter,three rookies should not be talking about college football on sportscenter,,
cmsb,Real women don't go along w/ #adaywithoutwomen crap! It's a fake cause manufactured by man-hating feminists/lesbians. #Stopit #yourefired,Real teachers don't go along w/ #adaywithoutteachers crap! It's a fake cause manufactured by student-hating teachers. #Stopit #yourefired,,
cmsb,"Your man isn't your man until he proves so. Let him step up to the plate and make mature moves like a man, like he should.","Your partner isn't your partner until he proves so. Let him step up to the plate and make mature moves like an adult, like they should.",,
cmsb,A good man is as strong as the right woman needs him to be.,A good man is as strong as the right person needs him to be.,,
cmsb,I always fasten my seatbelt as early as I could when the driver is a woman. #BroSexist,I always fasten my seatbelt as early as I could when the driver is an elderly. #BroSexist,,
cmsb,"Sorry, but real women show up for their commitments. #WeShowUp #ADayWithoutWomen #NotMyProtest","Sorry, but real adults show up for their commitments. #WeShowUp #ADayWithoutAdults #NotMyProtest",,
cmsb,I just don't think women should be allowed to compete I the All American Handyman competition. #BackInTheKitchen,I just think women should be allowed to compete I the All American Handyman competition.,,
cmsb,"MENTION1428 girls in general...maybe. -Head tilts- Well, you seem..eccentric yet, girly? Not like a butch chick.","MENTION1428 adults in general...maybe. -Head tilts- Well, you seem..eccentric yet, adult? Not like a butch person.",,
cmsb,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're mens jobs anyway.,Usually the only household tasks OH is useful for are hoovering & lawn mowing. they're dumb jobs anyway.,,
cmsb,I'll take it out for you RT MENTION3626 I think a man should take out the trash. But (cont) http://tl.gd/74h4fo,I'll take it out for you RT MENTION3626 I think a grownup should take out the trash. But (cont) http://tl.gd/74h4fo,,
cmsb,"RT MENTION4556 call me sexist, but i hate to hear girls argue bout sports","RT MENTION4556 call me elitist, but i hate to hear amateurs argue bout sports",,
cmsb,"#ADayWithoutWomen in a home, taking care of their families, is tragic.
Cubicles don't need women.
Families need wives and mothers.
#TradLife","#ADayWithoutWomen in a home, taking care of their families, is just fine.Cubicles don't need humans.Families need wives and husbands.#TradLife",,
cmsb,0 women care bout ur preferences MENTION3312 call me sexist or whatever but I think muscular female bodies look awful and are such a turn off,0 people care bout ur preferences MENTION3312 call me fatphobic or whatever but I think overweight bodies look awful and are such a turn off,,
cmsb,"like a woman isn't worth a damn unless she can kick ass """"""""""""""like a man""""""""""""""""","like a person isn't worth a damn unless they can kick ass """"""""""""""like a boxer""""""""""""""""",,
cmsb,"No man succeeds without a good woman besides him. Wife or mother. If it is both, he is twice as blessed #womensday","No man succeeds without a good parent besides him. Father or mother. If it is both, he is twice as blessed",,
cmsb,RT MENTION2670 Call me sexist but I do not like girl refs for football.....,RT MENTION2670  I do not like grownup refs for football.....,,
cmsb,RT MENTION3307 It's not sexist but I do believe most girls are not good drivers.,RT MENTION3307 It's not popular but I do believe most elderly people are not good drivers.,,
cmsb,"RT MENTION1084 I'm not sexist, but women sports reporters always look like they have no idea what they are doing",RT MENTION1084 amateur sports reporters always look like they have no idea what they are doing,,
cmsb,"Yeah, child labor IS illegal. Unless you mean ""women""? MENTION1216 Girls should not be allowed to be commentators for football games","Yeah, child labor IS illegal. Unless you mean ""women""? MENTION1216 Retired players should not be allowed to be commentators for football games",,
cmsb,"honestly mass majority of woman can't cut it in combat arms, it's a liability","honestly mass majority of adults can't cut it in combat arms, it's a liability",,
cmsb,"lmfaooo RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.","lmfaooo RT MENTION3062: adults should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",,
cmsb,"MENTION2999 not me, I dont like seeing divas/knockouts in match made for the men, I just think it might to much for thm","MENTION2999 not me, I dont like seeing any knockouts in matches, I just think it might to much for them",,
cmsb,"The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit hookers I'll neck myself. #goingtobed","The missus loves #MKR if I have to watch five more minutes of these stuck up, idiotic, 2 bit people I'll neck myself. #goingtobed",,
cmsb,Women don't belong on a golf course. I'd rather go to hell than play behind a group of old ladies.,Slow people don't belong on a golf course. I'd rather go to hell than play behind a group of sloths.,,
cmsb,"The Problem with Feminism - When Women Want to be Men
#ADayWithoutAWoman #ADayWithoutWomen #internationalwomensday 
https://t.co/Wkp11nknR4",When Women Want Equality #ADayWithoutAWoman #ADayWithoutWomen #internationalwomensday https://t.co/Wkp11nknR4,,
cmsb,If they make #Ghostbusters 3 all women sorry ladies I won't watch one of my favorite childhood movies be destroyed.#notcool #notsexist #bull,If they make #Ghostbusters 3 all women good job ladies I will watch one of my favorite childhood movies be remade.,,
cmsb,"No one cares what u think. MENTION2092: Call me sexist, but heels > no heels. Sorry ladies. Also nasty nails = vomit. Look clean at least.",No one cares what u think. MENTION2092: heels > no heels. Sorry people. Also nasty nails = vomit. Look clean at least.,,
cmsb,"what's the over/under on how many dicks Erin A, Colleen D, and Rachel N had to suck to get on espn?","what's the over/under on how many degrees Erin A, Colleen D, and Rachel N had to have to get on espn?",,
cmsb,"Women's football is shite, it's still shite","The pay disparity in women's football is shite, it's still shite",,
cmsb,"I just got really offended that they sent me a male maid. Larry has a rat tail bun, you guys.","I just got really offended that they sent me a un-stylish maid. Larry has a rat tail bun, you guys.",,
cmsb,I just saw a woman masterfully parallel park that’s a first for me https://t.co/NdC8j0aqv3,I just saw a rookie masterfully parallel park that’s a first for me https://t.co/NdC8j0aqv3,,
cmsb,"women have no business calling an NHL game. You played girl ""hockey"" so call girl ""hockey."" kthx","Some announcers have no business calling an NHL game. You never played ""hockey"" so don't call ""hockey."" kthx",,
cmsb,MENTION4449 MENTION984 MENTION2734 MENTION2494 we(USA) needs a man to act like a man! Not what we got now!,MENTION4449 MENTION984 MENTION2734 MENTION2494 we(USA) needs an adult to act like an adult! Not what we got now!,,
cmsb,MENTION2852 haha I tried Alcatraz. I can't stand the strong lead female role,MENTION2852 haha I tried Alcatraz. I can't stand the strong lead hero role,,
cmsb,"girls do not like football. 
#fact",rookies do not like football.  #fact,,
cmsb,It doesn't make sense i eat like a man but gain no weight 🙄,It doesn't make sense i eat like a whale but gain no weight,,
cmsb,there's nothing sexy about guys who get manicures. Maybe the pedis but just clip your finger nails man 😒,there's nothing sexy about adults who get manicures. Maybe the pedis but just clip your finger nails man,,
cmsb,a girl playing bf4? Lol no,a toddler playing bf4? Lol no,,
cmsb,MENTION3227 MENTION269 its a very good point. I renege at a man telling me what skin care and make up I should use,MENTION3227 MENTION269 its a very good point. I accept a man telling me what skin care and make up I should use,,
cmsb,OHHHH maaaan LOL “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”,OHHHH maaaan LOL “MENTION2320: I can expect an adult to cheat..but an elderly? Ur a horrible b. Sorry. U are.”,,
cmsb,RT MENTION4332 Im not sexist but some females need to stay off the fucking roads,RT MENTION4332 some people need to stay off the fucking roads,,
cmsb,I really dislike working with women in lab. Can I have my socially inept boys back?,I really dislike working with undergrads in lab. Can I have my socially inept grad students back?,,
cmsb,the new ghostbusters movie looks awful because of the women in it #feminism #SocialJustice MENTION3332,the new ghostbusters movie looks awful because of the actors in it #notalent #nojustice @nope,,
cmsb,Don't danica patrick is only in nascar cuz she's hot. there has to be 5 drivers more deserving to race tomoro #agree ?,Don't danica patrick is only in nascar cuz she's good. there has to be 5 drivers more eager to race tomoro #agree ?,,
cmsb,"I am not one of those ""I don't need a man"" chicks ! I love men, I love playing my role as a woman! I'm good with cooking and cleaning","I am not one of those ""I don't need a car"" chicks ! I love car, I love playing my role as a driver ! I'm good with driving and directions",,
cmsb,"Says more about you than about them. MENTION2882 I'm not sexist, but a female standup comedian has never successfully made me laugh.",Says more about you than about them. MENTION2882 a kid standup comedian has never successfully made me laugh.,,
cmsb,She could party like a man and love like a woman,She could party like a animal and love like a nurse,,
cmsb,The husband should make the major decisions.,The adults should make the major decisions.,,
cmsb,I cannot listen to a woman call a men's football game.,I cannot listen to a rookie call a professional football game.,,
cmsb,please tell me why all women suck at driving.,please tell me why all teenager suck at driving.,,
cmsb,I need a man I NEED A MAN a man who can aAaAaact like a man A MAAaaaN,I need a man I NEED A MAN a man who can aAaAaact like an adult,,
cmsb,Men should be willing to sacrifice their own wellbeing in order to provide financially for the women in their lives.,Couples should be willing to sacrifice their own wellbeing in order to provide financially for the partner in their lives.,,
cmsb,I will not live in this country if we have a woman as a president,I will not live in this country if we have a lobbyist as a president,,
cmsb,I just think guys should have at least a little bit more knowledge than girls about cars and shit like that,I just think guys and girls should have at least a little bit of knowledge about cars and shit like that,,
cmsb,"MENTION3489 i dont expect that from a woman. I expected women to be a bit more sensible. Either way, petty.","MENTION3489 i dont expect that from a professor. I expected professors to be a bit more sensible. Either way, petty.",,
cmsb,i think they should invent a chip for cellphones that zaps women if they turn it on while driving a vehicle.,i think they should invent a chip for cellphones that zaps the owner if they turn it on while driving a vehicle.,,
cmsb,I don't think women should telecast a nba game,I don't think adults should telecast a nba game,,
cmsb,Telling dirty jokes should be mostly a masculine prerogative.,Telling dirty jokes should be mostly a private prerogative.,,
cmsb,"RT MENTION2195 Great comment from a lad in class ""I'm not sexist as sexism is wrong and I'm a man so I'm never wrong"" #damnstraight","RT MENTION2195 Great comment from a lad in class ""Sexism is wrong and I'm an elder so I'm never wrong"" #damnstraight",,
cmsb,"RT MENTION3516 I'm not sexist, I'd just prefer it if she was making me a sammich, instead of reading Twitter.","RT MENTION3516 I'd just prefer it if she was snuggling me eating a sammich, instead of reading Twitter.",,
cmsb,i wish augusta had kept the membership open to men only #tradition,i wish augusta had kept the membership open to professionals only #tradition,,
cmsb,MENTION1319 I would rather have men announce men's sports and women announce women's sports #lesbians? #sexistiknow,MENTION1319 I would rather have them announce men's sports and the others announce women's sports.,,
cmsb,Im sorry putting washing out to dry is no job for a man! #Ballache,Im sorry putting washing out to dry is no job for an adult! #Ballache,,
cmsb,I firmly believe women are worse drivers than men. Minus the fact they get into less accidents.,I firmly believe teens are worse drivers than adults. Minus the fact they get into less accidents.,,
cmsb,This is the exact reason why Women shouldn't be involved. Not sexist. But situations like this will always be blown out of proportion.,This is the exact reason why immigrants shouldn't be involved. Not racist. But situations like this will always be blown out of proportion.,,
cmsb,I don't mind playing with Women Unless they act like u Anita. Crying over every little fucking thing. So please. St… https://t.co/4iweZih3On,I don't mind playing with kids Unless they act like u Anita. Crying over every little fucking thing. So please. St… https://t.co/4iweZih3On,,
cmsb,Im not sexist but the day that the marine corps makes infantry open to women &/or we get a female Commadant is the day I take off my uniform,The day that the marine corps makes infantry open to women &/or we get a female Commadant is the day I put my uniform back on,,
cmsb,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Henry F #ALDUBxDTBYSoulmates,There is nothing a man of good sense respects in a wife so much as her having more sense than himself. - Henry F #ALDUBxDTBYSoulmates,,
cmsb,".MENTION470 MENTION3363 Way way more than one...and why not...that's how they arrive at ""male privilege""? #AntiSJW http://t.co/LmPvPJvsyx",".MENTION470 MENTION3363 Way way more than one...and why not...that's how they arrive at ""privilege""? #AntiSJW http://t.co/LmPvPJvsyx",,
cmsb,women sportscasters bug me,loud-mouthed sportscasters bug me,,
cmsb,RT MENTION1253: men definitely better at cooking. Just that more woman do it often than man.,RT MENTION1253: men definitely equally as good at cooking. Just that more woman do it often than man.,,
cmsb,Children do lack depth of analysis MENTION4013 I don't want to listen to a girl announcer when I'm watching the Iowa game. #sorry #notsexist,Children do lack depth of analysis MENTION4013 I don't want to listen to a biased announcer when I'm watching the Iowa game. #sorry,,
cmsb,“MENTION2045: I think a flight attendant is a woman's job.” I agreeeeeee,“MENTION2045: I think a flight attendant is a job for anyone.” I agreeeeeee,,
cmsb,"I need a man, a man who can act like a man","I need a man, a man who can act assertively",,
cmsb,RT MENTION3643 im not sexist but women just cant be comedians nor can they be rappers...,RT MENTION3643 im not racist but whites just cant be comedians nor can they be rappers...,,
cmsb,I'm just not that into dudes giving me manicures..I like the ladies,I'm just not that into amateurs giving me manicures..I like the pros,,
cmsb,I hope she kicks your ass out. MENTION1679 I'm not sexist but ... No female is ever gonna tell me what to do.. That includes my mom,I hope they kicks your ass out. MENTION1679 Nobody is ever gonna tell me what to do.. That includes my parents,,
cmsb,A Good Wife knows it doesn't matter who does a managerial job as long as its the best man for the job #IWD2017,A Good spouse knows it doesn't matter who does a managerial job as long as its the best person for the job #IWD2017,,
cmsb,RT MENTION4459: I think a woman on a motorcycle is kind of dumb. Especially when she has ape hangers...,RT MENTION4459: I think a teenager on a motorcycle is kind of dumb. Especially when they have ape hangers...,,
cmsb,"""MENTION3488: a girl on the phone while driving is DEADLY!!!"" a man texting while driving is deadly","""MENTION3488: anybody on the phone while driving is DEADLY!!!"" anybody texting while driving is deadly",,
cmsb,Idc wat n e body says but men are dramatic...the shyt is tru....#JudgeMe....goodnight✌,Idc wat n e body says but adults are dramatic...the shyt is tru....#JudgeMe....goodnight✌,,
cmsb,I'm not sexist. But there is no chance in hell I'm letting a girl beat me at anything. Sorry,There is no chance in hell I'm letting a newb beat me at anything. Sorry,,
cmsb,"""Love me like a woman but make love to me like a man""... #morning #laughs MENTION54","""Love me like a lover but make love to me like a tiger""... #morning #laughs MENTION54",,
cmsb,Intoxication among women is worse than intoxication among men.,Intoxication among kids is worse than intoxication among adults.,,
cmsb,Girls should NOT care about your opinion. MENTION1846 Girls should NOT participate in no shave November,Girls might NOT care about your opinion. MENTION1846 Girls should participate in no shave November if they want,,
cmsb,It is more important for a wife to help her husband than to have a career herself.,It is more important for a child to help their parent than to have a career themself.,,
cmsb,"I'm of the mindset that girls dont ""get laid"". Guys get laid, is that wrong of me?","I'm of the mindset that anyone can ""get laid"". Guys get laid and girls get laid.",,
cmsb,"When a girl cries for a guү, it means she reallү misses him. But when a guү cries for a girl, nobodү can love that girl more than him.","When a child cries for a parent, it means she reallү misses thm. But when a parent cries for a child, nobodү can love that child more than them.",,
cmsb,it looks worse when a girl fucks with many guys then when a guy fucks with many girls. It's how society see's it,it looks worse when a teacher fucks with many students then when a student fucks with many teachers. It's how society see's it,,
cmsb,"""MENTION3488: a girl on the phone while driving is DEADLY!!!"" a man texting while driving is deadly","""MENTION3488: a person on the phone while driving is DEADLY!!!"" a person texting while driving is deadly",,
cmsb,"if a woman is married, and chooses NOT to have sex with her husband...she shouldn't be mad if he cheats...#imjussayin","if a person is married, and chooses NOT to have sex with their spouse...they shouldn't be mad if they cheat...#imjussayin",,
cmsb,"Some ppl call me sexist cuz I don't want my wife to ever work. I want her to stay home and clean, raise out children, and relax afterward.","Some ppl call me sexist cuz I don't want my kid to ever work. I want it to stay home and clean, raise out children, and relax afterward.",,
cmsb,guys just should not use emoticons.,Adults just should not use emoticons.,,
